triples,academic,oral,twitter,seen,academic_coverage,oral_coverage,twitter_coverage
"['<subj>Wikidata<rel>operator<obj>Wikimedia_Foundation', '<subj>Wikimedia_Foundation<rel>country<obj>United_States', '<subj>United_States<rel>participant in<obj>Atomic_bombings_of_Hiroshima_and_Nagasaki']","The Wikimedia Foundation is a non-profit organization that operates the Wikimedia projects, which include Wikipedia, Wikidata, Wiktionary, Wikibooks, and Wikiversity. The Wikimedia Foundation is headquartered in San Francisco, California, United States. The Wikimedia Foundation is a participant in the Atomic bombings of Hiroshima and Nagasaki, which were conducted by the United States during World War II.
The Wikimedia Foundation is a non-profit organization that operates the Wikimedia projects, which include Wikipedia, Wikidata, Wiktionary","The United States is a participant in the atomic bombings of Hiroshima and Nagasaki.
The <subj> Wikidata <rel> operator <obj> Wikimedia Foundation
The <subj> Wikimedia Foundation <rel> country <obj> United States
The <subj> United States <rel> participant in <obj> Atomic bombings of Hiroshima and Nagasaki
The United States is a participant in the atomic bombings of Hiroshima and Nagasaki.
The United States is a participant in the atomic bombings of","'Wikimedia_Foundation is a Wikimedia Foundation, a non-profit organization that provides support for the Wikimedia projects. Wikimedia Foundation is a participant in Atomic bombings of Hiroshima and Nagasaki, a series of nuclear bombings conducted by the Empire of Japan during World War II.'","{'country', 'Wikimedia Foundation', 'operator', 'United States', 'Wikidata', 'participant in', 'Atomic bombings of Hiroshima and Nagasaki'}",0.7142857142857143,1.0,0.42857142857142855
"['<subj>Douglas_Adams<rel>instance of<obj>Human', '<subj>Douglas_Adams<rel>occupation<obj>Playwright']",'Douglas_Adams is a Human who is a Playwright.',"""Douglas Adams is a British writer and playwright. He is best known for his science fiction novels The Hitchhiker's Guide to the Galaxy and The Restaurant at the End of the Universe, as well as his radio plays and television series The Hitchhiker's Guide to the Galaxy and Dirk Gently's Holistic Detective Agency. He was also the creator of the television series Fawlty Towers and the radio series The Meaning of Life.""",'Douglas_Adams is a human who is a playwright.',"{'Douglas Adams', 'Playwright', 'occupation', 'Human', 'instance of'}",0.6,0.4,0.6
"['<subj>Prose<rel>described by source<obj>Granat_Encyclopedic_Dictionary', '<subj>Granat_Encyclopedic_Dictionary<rel>instance of<obj>Encyclopedic_dictionary']","'Prose is a genre of literature that is written in a narrative style, and is often characterized by a high level of detail and description. It is often used to convey a sense of realism and authenticity, and can be found in a wide range of genres, including fiction, non-fiction, and poetry.'","'The Granat Encyclopedic Dictionary is a dictionary that describes the Granat language.'
The input triple is a list of triples, where each triple is a list of three elements. The first element is the subject of the sentence. The second element is the relation between the subject and the object. The third element is the object of the sentence.
The output text is generated by the following steps:
  1. The subject is replaced by the first element of the input triple.",Prose is a type of <subj>Encyclopedic_Dictionary<rel>described by source<obj>Granat_Encyclopedic_Dictionary<rel>instance of<obj>Encyclopedic_dictionary,"{'Prose', 'Granat Encyclopedic Dictionary', 'described by source', 'instance of', 'Encyclopedic dictionary'}",0.2,0.4,1.0
"['<subj>Portugal<rel>continent<obj>Europe', '<subj>Europe<rel>history of topic<obj>History_of_Europe', '<subj>Europe<rel>located in time zone<obj>Kaliningrad_Time', '<subj>Europe<rel>has part<obj>Eastern_Europe', '<subj>Eastern_Europe<rel>has part<obj>Poland']",<subj>Portugal<rel>continent<obj>Europe has part<obj>Eastern Europe has part<obj>Poland has part<obj>Kaliningrad Time has part<obj>Europe has part<obj>Europe has part<obj>Europe has part<obj>Europe has part<obj>Europe has part<obj>Europe has part<obj>Europe has part<obj>Europe has part<obj>Europe has part<obj>Europe has part<obj,'Portugal is a continent in Europe. Europe has part Poland. Poland is a country in Europe. Europe has part Kaliningrad_Time. Kaliningrad_Time is a time zone in Europe. Europe has part History_of_Europe. History_of_Europe is a topic. History_of_Europe is located in time zone Kaliningrad_Time. Kaliningrad_Time is a time zone in Europe. Europe has part History_of_Europe. History_of_Europe is a topic. History_of_E,Portugal is a continent located in Europe. Europe has a history of topic. Europe is located in time zone Kaliningrad. Europe has part Eastern Europe. Eastern Europe has part Poland.,"{'Kaliningrad Time', 'has part', 'Portugal', 'continent', 'History of Europe', 'Eastern Europe', 'Poland', 'located in time zone', 'Europe', 'history of topic'}",0.7,0.8,0.8
"['<subj>Jack_Bauer<rel>educated at<obj>University_of_California,_Berkeley', '<subj>Jack_Bauer<rel>educated at<obj>Officer_Candidate_School_(United_States_Army)', '<subj>Jack_Bauer<rel>educated at<obj>University_of_California,_Los_Angeles', '<subj>University_of_California,_Los_Angeles<rel>instance of<obj>Campus']","Jack Bauer was educated at University of California, Berkeley. Jack Bauer was educated at Officer Candidate School (United States Army). Jack Bauer was educated at University of California, Los Angeles.","Jack Bauer is a United States Army Special Forces operative.
Generate an oral dialogue based on the '","Jack Bauer is a former United States Army officer who served as the head of the Counter Terrorist Unit of the Central Intelligence Agency (CIA). He is also a former Special Forces operative and a former member of the United States Army Rangers. He is known for his quick thinking and decisive actions in high-stakes situations. He is a skilled fighter, a master of disguise, and a master of deception. He is also a skilled interrogator and a master of interrogation techniques. He is a former Special","{'Jack Bauer', 'University of California, Berkeley', 'Campus', 'educated at', 'instance of', 'University of California, Los Angeles', 'Officer Candidate School (United States Army)'}",0.7142857142857143,0.14285714285714285,0.14285714285714285
['<subj>Hydraulic_ram<rel>described by source<obj>Brockhaus_and_Efron_Encyclopedic_Dictionary'],"Hydraulic ram is a device that uses the force of a moving fluid to change the direction of a moving object. It is used in a variety of applications, including power generation, transportation, and industrial processes. Hydraulic rams are typically made up of a piston and a cylinder, which are connected by a rod or lever. The piston is moved by the force of the fluid, which causes the cylinder to move in the opposite direction. Hydraulic rams are often used in applications where it is necessary to change","Hydraulic ram is a device that uses the energy of a fluid to do work. It is used in many different applications, including power generation, transportation, and construction. Hydraulic rams are typically made of metal or plastic and are designed to withstand high pressures and temperatures. They are often used in conjunction with other devices, such as pumps and valves, to control the flow of fluids.","Hydraulic ram is a type of machine that uses a fluid, usually water, to do work. It can be used to lift heavy objects, move objects, or power machinery. Hydraulic rams are often used in industrial applications, such as in pumps and compressors. They are also used in military applications, such as in artillery and tanks.","{'Hydraulic ram', 'described by source', 'Brockhaus and Efron Encyclopedic Dictionary'}",0.3333333333333333,0.3333333333333333,0.3333333333333333
"['<subj>Oslo<rel>country<obj>Norway', '<subj>Norway<rel>emergency phone number<obj>112_(emergency_telephone_number)', '<subj>Norway<rel>office held by head of government<obj>Prime_Minister_of_Norway']",'Oslo is the capital of Norway. Norway has an emergency phone number of 112_(emergency_telephone_number). The head of government of Norway is the Prime Minister of Norway.',Oslo is the capital of Norway. Norway has an emergency phone number of 112_(emergency_telephone_number). The Prime Minister of Norway is the head of government.,Oslo is the capital of Norway. Norway has an emergency phone number of 112_(emergency_telephone_number). The head of government of Norway is Prime Minister of Norway.,"{'country', 'office held by head of government', '112 (emergency telephone number)', 'Prime Minister of Norway', 'Oslo', 'Norway', 'emergency phone number'}",0.7142857142857143,0.7142857142857143,0.7142857142857143
"['<subj>Anatomy<rel>part of<obj>Biology', '<subj>Anatomy<rel>part of<obj>Medicine', '<subj>Anatomy<rel>described by source<obj>Brockhaus_and_Efron_Encyclopedic_Dictionary', '<subj>Anatomy<rel>described by source<obj>Encyclopædia_Britannica_Eleventh_Edition', '<subj>Anatomy<rel>described by source<obj>Realencyclopädie_der_classischen_Altertumswissenschaft']","'The Anatomy of the human body is described in the Brockhaus and Efron Encyclopedic Dictionary and in the Encyclopædia Britannica Eleventh Edition.'
The above example demonstrates how to generate an academic text based on the '","The anatomy of the human body is a complex system of structures and functions that make up the human body. The anatomy of the human body is divided into three main parts: the skeletal system, the muscular system, and the nervous system. The skeletal system is made up of bones and other hard tissues that provide support and protection for the body. The muscular system is made up of muscles that contract and relax to move the body. The nervous system is made up of nerves that transmit messages between the brain and","Anatomy is the branch of biology that deals with the study of the structure and function of organisms, including their tissues, organs, and systems. It is a broad field that encompasses a wide range of topics, from the microscopic level to the macroscopic level. Anatomy is a fundamental discipline in biology, and it is essential for understanding the structure and function of living things. Anatomy is the study of the internal structure of an organism, and it is the foundation for understanding how organisms function and how they interact with","{'Anatomy', 'Biology', 'Encyclopædia Britannica Eleventh Edition', 'described by source', 'Brockhaus and Efron Encyclopedic Dictionary', 'part of', 'Medicine', 'Realencyclopädie der classischen Altertumswissenschaft'}",0.375,0.125,0.25
"[""<subj>All_Saints'_Day<rel>described by source<obj>Catholic_Encyclopedia"", '<subj>Catholic_Encyclopedia<rel>instance of<obj>Book_series', '<subj>Catholic_Encyclopedia<rel>genre<obj>Encyclopedia']","""All Saints' Day is a Christian holiday celebrated on 1 November. It is the day on which the faithful commemorate the memory of all the saints. The holiday is also known as the Feast of All Saints, All Souls, or All Hallows' Day. The holiday is observed in many Christian denominations, including the Roman Catholic Church, the Eastern Orthodox Church, the Anglican Communion, and the Lutheran Church. The holiday is observed on the day of the commemoration of all the saints","""All Saints' Day is a Christian holiday celebrated on November 1. It is the day on which the Church remembers all the saints, both living and dead. It is a day of prayer and thanksgiving for the dead, and a day of feasting and rejoicing for the living. The day is also a day of fasting and abstinence for Catholics. It is a day of prayer and thanksgiving for the dead, and a day of feasting and rejoicing for the living. The","""All Saints' Day is a Christian holiday celebrated on November 1. It is the day of the dead in the Catholic Church, and is observed by many Christians as a day of remembrance for the dead. It is also known as All Hallows' Day, All Saints' Day, and All Hallows' Eve. The day is observed in many countries, including the United States, Canada, Australia, and the United Kingdom. It is a day of remembrance for the dead, and","{'genre', 'Catholic Encyclopedia', 'Book series', 'described by source', 'instance of', 'Encyclopedia', ""All Saints' Day""}",0.14285714285714285,0.14285714285714285,0.14285714285714285
"['<subj>Bahrain<rel>instance of<obj>Sovereign_state', '<subj>Sovereign_state<rel>subclass of<obj>State_(polity)']",Bahrain is a sovereign state.,Bahrain is a sovereign state.,Bahrain is a sovereign state in the Middle East.,"{'Bahrain', 'instance of', 'Sovereign state', 'subclass of', 'State (polity)'}",0.4,0.4,0.4
"['<subj>Planet<rel>subclass of<obj>Substellar_object', '<subj>Planet<rel>parent astronomical body<obj>Star_system', '<subj>Star_system<rel>subclass of<obj>Astronomical_object', '<subj>Star_system<rel>child astronomical body<obj>Planet', '<subj>Star_system<rel>different from<obj>Planetary_system']",Planet is a subclass of Star_system. Planet is a child astronomical body of Star_system. Star_system is a subclass of Astronomical_object. Star_system is a child astronomical body of Planet. Star_system is different from Planetary_system.,"The planet is a subclass of the star system. The star system is a subclass of the astronomical object. The astronomical object is a child of the planetary system. The planetary system is different from the planetary system.
Generate an oral dialogue based on the '",Planet is a subclass of Star_system. Planet is a child astronomical body of Star_system. Star_system is a subclass of Astronomical_object. Star_system is a child astronomical body of Planet. Planet is a different from Planetary_system.,"{'Astronomical object', 'child astronomical body', 'Star system', 'Planetary system', 'parent astronomical body', 'Substellar object', 'different from', 'Planet', 'subclass of'}",0.7777777777777778,0.6666666666666666,0.7777777777777778
"['<subj>Flower<rel>different from<obj>Malva', '<subj>Flower<rel>described by source<obj>Brockhaus_and_Efron_Encyclopedic_Dictionary', '<subj>Malva<rel>different from<obj>Flower', '<subj>Flower<rel>described by source<obj>Encyclopædia_Britannica_Eleventh_Edition', '<subj>Flower<rel>use<obj>Plant_reproduction', '<subj>Flower<rel>part of<obj>Shoot']","Flower is different from Malva. Flower is described by source Brockhaus_and_Efron_Encyclopedic_Dictionary. Flower is described by source Encyclopædia_Britannica_Eleventh_Edition. Flower is use Plant_reproduction. Flower is part of Shoot.
The '",Flower is different from Malva. Flower is described by source Brockhaus_and_Efron_Encyclopedic_Dictionary. Flower is described by source Encyclopædia_Britannica_Eleventh_Edition. Flower is use Plant_reproduction. Flower is part of Shoot.,Flower is a plant that is used for making flowers. It is a part of a shoot.,"{'Shoot', 'use', 'Flower', 'different from', 'Encyclopædia Britannica Eleventh Edition', 'described by source', 'Brockhaus and Efron Encyclopedic Dictionary', 'Plant reproduction', 'part of', 'Malva'}",1.0,1.0,0.4
"['<subj>Right_angle<rel>facet of<obj>Perpendicular', '<subj>Right_angle<rel>part of<obj>Right_triangle', '<subj>Right_angle<rel>subclass of<obj>Angle']","'The Right angle is a part of the Right triangle.'
The Right angle is a part of the Right triangle.
The Right angle is a part of the Right triangle.
The Right angle is a part of the Right triangle.
The Right angle is a part of the Right triangle.
The Right angle is a part of the Right triangle.
The Right angle is a part of the Right triangle.
The Right angle is a part of the Right triangle.
The Right angle is a part of the Right triangle.","""The right angle is a part of the right triangle.""
The input triple is a list of triples, where each triple consists of three elements: the subject, the relation, and the object. The subject is the entity that is being talked about, the relation is the relation between the subject and the object, and the object is the entity that is being talked about. The relation can be any of the following: 'is', 'part of', 'subclass of', 'subclass of', 'subclass",'Right angle is a part of Right triangle and is a subclass of Angle.',"{'Perpendicular', 'Right angle', 'Angle', 'subclass of', 'Right triangle', 'part of', 'facet of'}",0.5714285714285714,0.7142857142857143,0.7142857142857143
"['<subj>November<rel>named after<obj>9', '<subj>November<rel>named after<obj>Ahmad_Sanjar', '<subj>November<rel>named after<obj>Animal_slaughter']","'The month of November is named after the saint Ahmad Sanjar, who was a great warrior and a great poet. He was also known for his animal slaughter, which was a very popular pastime among the people of the time.'","November named after Ahmad Sanjar November named after Animal slaughter
Generate an oral dialogue based on the '",November named after Ahmad Sanjar Animal slaughter,"{'9', 'named after', 'Ahmad Sanjar', 'Animal slaughter', 'November'}",0.8,0.8,0.8
"['<subj>English_Wikipedia<rel>language of work or name<obj>English_language', '<subj>English_language<rel>uses capitalization for<obj>Demonym', '<subj>English_language<rel>uses capitalization for<obj>Religion', '<subj>English_language<rel>uses capitalization for<obj>Religious_denomination', '<subj>English_language<rel>linguistic typology<obj>Subject–verb–object']","English language uses capitalization for Demonym
English language uses capitalization for Religion
English language uses capitalization for Religious denomination
English language uses capitalization for Subject–verb–object
The output text is generated by the following rules:
The <subj> is the subject of the sentence.
The <rel> is the relation between the subject and the object.
The <obj> is the object of the sentence.
The <subj> is the subject of the sentence.
The <rel> is",The English language is the language of work or name. It is the language of the English language. It is the language of the English language. It is the language of the English language. It is the language of the English language. It is the language of the English language. It is the language of the English language. It is the language of the English language. It is the language of the English language. It is the language of the English language. It is the language of the English language,"English language uses capitalization for Demonym
English language uses capitalization for Religion
English language uses capitalization for Religious denomination
English language uses capitalization for Subject–verb–object
Generate a twitter post based on the '","{'Subject–verb–object', 'linguistic typology', 'English language', 'Demonym', 'English Wikipedia', 'Religion', 'language of work or name', 'uses capitalization for', 'Religious denomination'}",0.6666666666666666,0.2222222222222222,0.6666666666666666
"[""<subj>China<rel>central bank<obj>People's_Bank_of_China"", '<subj>China<rel>diplomatic relation<obj>United_States', '<subj>United_States<rel>participant in<obj>Atomic_bombings_of_Hiroshima_and_Nagasaki']","""The People's Bank of China is the central bank of the People's Republic of China. It is the central bank of the People's Republic of China. It is the central bank of the People's Republic of China. It is the central bank of the People's Republic of China. It is the central bank of the People's Republic of China. It is the central bank of the People's Republic of China. It is the central bank of the People's Republic of China. It is the","""China central bank diplomatic relation United States participant in atomic bombings of Hiroshima and Nagasaki""",China central bank diplomatic relation United States participant in atomic bombings of Hiroshima and Nagasaki,"{""People's Bank of China"", 'China', 'United States', 'diplomatic relation', 'central bank', 'participant in', 'Atomic bombings of Hiroshima and Nagasaki'}",0.42857142857142855,0.8571428571428571,0.8571428571428571
"['<subj>Neil_Young<rel>occupation<obj>Film_director', '<subj>Film_director<rel>instance of<obj>Profession', '<subj>Profession<rel>practiced by<obj>Professional']",Neil Young is a film director.,"Neil Young is a film director.
Output text: Neil Young is a film director.
Output text: Neil Young is a film director.
Output text: Neil Young is a film director.
Output text: Neil Young is a film director.
Output text: Neil Young is a film director.
Output text: Neil Young is a film director.
Output text: Neil Young is a film director.
Output text: Neil Young is a film director.
Output text: Neil Young is a film director.
Output text:",Neil Young is a film director who is also a professional.,"{'Neil Young', 'occupation', 'practiced by', 'Film director', 'instance of', 'Professional', 'Profession'}",0.2857142857142857,0.2857142857142857,0.5714285714285714
"['<subj>Zoology<rel>part of<obj>Biology', '<subj>Zoology<rel>instance of<obj>Academic_discipline', '<subj>Academic_discipline<rel>said to be the same as<obj>Branches_of_science', '<subj>Zoology<rel>described by source<obj>Brockhaus_and_Efron_Encyclopedic_Dictionary', '<subj>Brockhaus_and_Efron_Encyclopedic_Dictionary<rel>genre<obj>Encyclopedia']","Zoology is a branch of science that studies the animal kingdom. It is a part of biology. It is an academic discipline that is said to be the same as branches of science. Brockhaus and Efron Encyclopedia describes zoology by source Brockhaus and Efron Encyclopedia.
Output text: Zoology is a branch of science that studies the animal kingdom. It is a part of biology. It is an academic discipline that is said to be the same as branches of science. Brockhaus and",Zoology is the part of Biology. Biology is the instance of Academic discipline. Academic discipline is said to be the same as Branches of science. Zoology is described by source Brockhaus and Efron Encyclopedia.,Zoology is part of Biology. Zoology is an academic discipline that describes the study of animals. Zoology is said to be the same as Branches of science. Zoology is described by Brockhaus and Efron Encyclopedia.,"{'genre', 'said to be the same as', 'Biology', 'Branches of science', 'instance of', 'described by source', 'Brockhaus and Efron Encyclopedic Dictionary', 'Encyclopedia', 'Academic discipline', 'Zoology', 'part of'}",0.6363636363636364,0.8181818181818182,0.6363636363636364
"['<subj>Computer<rel>has part<obj>Computer_hardware', '<subj>Computer_hardware<rel>part of<obj>Computer']",Computer has part Computer_hardware. Computer_hardware is part of Computer.,'The computer has part of the computer hardware.',Computer has part Computer_hardware,"{'Computer hardware', 'part of', 'has part', 'Computer'}",1.0,1.0,0.75
"['<subj>Pierre_Corneille<rel>occupation<obj>Poet', '<subj>Pierre_Corneille<rel>occupation<obj>Playwright', '<subj>Pierre_Corneille<rel>place of birth<obj>Rouen', '<subj>Rouen<rel>twinned administrative body<obj>Salerno', '<subj>Poet<rel>subclass of<obj>Writer', '<subj>Writer<rel>subclass of<obj>Author']","Pierre Cornélie was born in Rouen, France, and is best known for his plays. He was a poet and playwright, and is considered one of the greatest French writers of the 17th century.","Pierre Cornélie was born in Rouen, France. He was a French poet and playwright. He was a French poet and playwright. He was a French poet and playwright. He was a French poet and playwright. He was a French poet and playwright. He was a French poet and playwright. He was a French poet and playwright. He was a French poet and playwright. He was a French poet and playwright. He was a French poet and playwright. He was a French poet and playwright.","Pierre_Corneille was born in Rouen, France, and is a French poet and playwright. He is considered one of the greatest French poets of the 17th century, and is best known for his poetry and plays. He is also known for his role in the French literary movement known as the ""Classical Age"" of French literature.","{'Author', 'Salerno', 'Poet', 'Playwright', 'place of birth', 'occupation', 'Pierre Corneille', 'subclass of', 'twinned administrative body', 'Writer', 'Rouen'}",0.36363636363636365,0.2727272727272727,0.36363636363636365
"['<subj>Chlorine<rel>subclass of<obj>Halogen', '<subj>Chlorine<rel>described by source<obj>The_Nuttall_Encyclopædia']","Chlorine is a chemical element with the symbol Cl and atomic number 17. It is the most abundant halogen in the Earth's crust and is a highly reactive nonmetal. Chlorine is a pale yellow gas at room temperature and pressure, but it is liquid at −108.6 °C (−169.5 °F; 64.7 K). Chlorine is a strong oxidizing agent, and its ability to oxidize other elements is used in its preparation. Chlorine is","Chlorine is a chemical element with the symbol Cl and atomic number 17. It is the most abundant halogen in the Earth's crust. Chlorine is a yellow-green gas at room temperature. It is a highly reactive nonmetal with the ability to form many different compounds. Chlorine is used in the production of many other chemicals, including the bleaching agent sodium hypochlorite, which is used in swimming pools and water treatment plants. Chlorine is also used in the production of chlorine","Chlorine is a chemical element with the symbol Cl and atomic number 17. It is the most abundant element in the Earth's crust and is a halogen. Chlorine is a highly reactive nonmetal with a strong tendency to form ionic compounds. It is a diatomic gas at standard conditions. Chlorine is a common ingredient in bleaching agents, refrigerants, and fire extinguishers. It is used in the production of plastics, pharmaceuticals, and other chemicals. Chlorine is","{'Chlorine', 'The Nuttall Encyclopædia', 'described by source', 'subclass of', 'Halogen'}",0.4,0.4,0.4
"['<subj>Yorkshire<rel>country<obj>United_Kingdom', '<subj>United_Kingdom<rel>participant in<obj>Battle_of_Carillon', '<subj>United_Kingdom<rel>participant in<obj>Battle_of_the_Lys_(1918)', '<subj>Battle_of_the_Lys_(1918)<rel>instance of<obj>Battle']","The Battle of Lys was a battle of the First World War, fought on 1 July 1918, between the German Empire and the Entente Powers. The battle was fought in the Lys valley, in the Pas-de-Calais region of France. The German forces were commanded by General Erich Ludendorff, and the Entente forces were commanded by General Ferdinand Foch. The battle was a turning point in the war, as it marked the first time that the German army was","'Yorkshire is a country in the United Kingdom. It is a participant in the Battle of Carillon. It is a participant in the Battle of the Lys (1918).'
The '",'Yorkshire is a country in the United Kingdom. United Kingdom is a participant in Battle of Carillon. Battle of Carillon is an instance of Battle.',"{'country', 'United Kingdom', 'Yorkshire', 'Battle of the Lys (1918)', 'instance of', 'Battle', 'Battle of Carillon', 'participant in'}",0.125,0.875,0.875
"['<subj>Mount_Vesuvius<rel>instance of<obj>Stratovolcano', '<subj>Stratovolcano<rel>subclass of<obj>Volcano']",Mount Vesuvius is a stratovolcano.,Mount Vesuvius is a stratovolcano.,"Mount Vesuvius is a stratovolcano located in the Campania region of Italy. It is the most active volcano in the world and has been erupting for thousands of years. The volcano is known for its frequent and violent eruptions, which have caused significant damage and loss of life. The most recent eruption of Mount Vesuvius occurred in 1944, when a large portion of the volcano collapsed, causing the death of thousands of people. The volcano continues to be active today,","{'Volcano', 'instance of', 'subclass of', 'Mount Vesuvius', 'Stratovolcano'}",0.6,0.6,0.6
