triples,academic,oral,twitter,seen,academic_coverage,oral_coverage,twitter_coverage
"['<subj>Douglas_Adams<rel>instance of<obj>Human', '<subj>Douglas_Adams<rel>occupation<obj>Playwright']","Douglas Adams, born at 11 June 1952, is a British writer and science fiction author.","Douglas Adams was a British author, playwright, screenwriter, and broadcaster. He is best known for his science fiction novels The Hitchhiker's Guide to the Galaxy and The Restaurant at the End of the Universe, and for his radio and television series The Hitchhiker's Guide to the Galaxy. He was also a science fiction fan and a prolific letter writer.","Douglas Adams, the famous British author, was born on 11 October 1952. He is best known for his science fiction novels The Hitchhiker's Guide to the Galaxy and The Restaurant at the End of the Universe. Douglas Adams was a British author and screenwriter who wrote science fiction novels, including The Hitchhiker's Guide to the Galaxy and The Restaurant at the End of the Universe. He was also a radio and television producer and a screenwriter. Douglas Adams was born on","{'Douglas Adams', 'Playwright', 'occupation', 'Human', 'instance of'}",0.2,0.4,0.2
"['<subj>Prose<rel>described by source<obj>Granat_Encyclopedic_Dictionary', '<subj>Granat_Encyclopedic_Dictionary<rel>instance of<obj>Encyclopedic_dictionary']",Granat_Encyclopedic_Dictionary is a dictionary of encyclopedic information. It is a source of information about Granat. Granat_Encyclopedic_Dictionary is an instance of Encyclopedic_dictionary.,"Prose is a type of encyclopedia that contains information about a particular subject. It is a collection of articles that are written by different authors and are organized in a systematic way. The articles in a Prose encyclopedia are usually arranged in a logical order, and each article provides information about a specific topic. Prose encyclopedias are often used as reference works, as they provide a comprehensive overview of a particular subject. They are also useful for students who need to learn about a particular subject in","The Granat_Encyclopedic_Dictionary is a dictionary of the English language, published by Granat Publishing House in 2002. It is a reference work that provides definitions for words and phrases in English, as well as information about their origins, etymology, and usage. The Granat_Encyclopedic_Dictionary is a comprehensive and authoritative resource for English language learners and professionals, offering a wide range of information on a variety of topics.","{'Prose', 'Granat Encyclopedic Dictionary', 'described by source', 'instance of', 'Encyclopedic dictionary'}",0.6,0.2,0.4
"['<subj>Portugal<rel>continent<obj>Europe', '<subj>Europe<rel>history of topic<obj>History_of_Europe', '<subj>Europe<rel>located in time zone<obj>Kaliningrad_Time', '<subj>Europe<rel>has part<obj>Eastern_Europe', '<subj>Eastern_Europe<rel>has part<obj>Poland']",Portugal is a country in Europe. Europe is a continent. Europe has part of Eastern Europe. Eastern Europe has part of Poland.,"Europe is a continent located in the northern hemisphere. It is the second largest continent in terms of area. It is located between the Atlantic Ocean and the Arctic Ocean. It is bordered by the Arctic Ocean to the north, the Atlantic Ocean to the west, the Mediterranean Sea to the south, and the Black Sea to the southeast. The continent is divided into several countries, including Russia, Ukraine, Belarus, Poland, Germany, France, Italy, Spain, Portugal, Greece, Turkey, and many others","Portugal is a European country located in the western part of the continent of Europe. The country is bordered by the Atlantic Ocean to the west, Spain to the south and southwest, and the North Sea and the English Channel to the north and northeast, respectively. Portugal is a parliamentary democracy with a constitutional monarchy. The country's capital and largest city is Lisbon.","{'Kaliningrad Time', 'has part', 'Portugal', 'continent', 'History of Europe', 'Eastern Europe', 'Poland', 'located in time zone', 'Europe', 'history of topic'}",0.6,0.4,0.3
"['<subj>Jack_Bauer<rel>educated at<obj>University_of_California,_Berkeley', '<subj>Jack_Bauer<rel>educated at<obj>Officer_Candidate_School_(United_States_Army)', '<subj>Jack_Bauer<rel>educated at<obj>University_of_California,_Los_Angeles', '<subj>University_of_California,_Los_Angeles<rel>instance of<obj>Campus']","Jack Bauer, a graduate of the University of California, Los Angeles, was educated at the Officer Candidate School (United States Army).",Jack Bauer is a former United States Army Special Forces soldier and a former Special Agent with the Central Intelligence Agency. He is a former member of the Joint Special Operations Command. He is a former member of the Joint Task Force 6. He is a former member of the Joint Special Operations Command. He is a former member of the Joint Task Force 6. He is a former member of the Joint Special Operations Command. He is a former member of the Joint Task Force 6.,"Jack Bauer is a fictional character on the television series 24. He is portrayed by Kiefer Sutherland. Bauer is a former counter-terrorism agent with the fictional United States Office of Homeland Security (OHS). He is a former member of the United States Army, and a graduate of the United States Army's Officer Candidate School. He is a former member of the United States Army's Special Forces, and a graduate of the United States Army's Special Forces Officer Candidate School. He is a former","{'Jack Bauer', 'University of California, Berkeley', 'Campus', 'educated at', 'instance of', 'University of California, Los Angeles', 'Officer Candidate School (United States Army)'}",0.5714285714285714,0.14285714285714285,0.14285714285714285
['<subj>Hydraulic_ram<rel>described by source<obj>Brockhaus_and_Efron_Encyclopedic_Dictionary'],"Hydraulic ram is a device that uses the force of water to increase the pressure of the fluid. It consists of a container filled with water, a valve that allows the water to flow into and out of the container, and a mechanism that controls the flow of water. The mechanism can be either a piston or a diaphragm. The piston is a cylinder that moves up and down as the water flows in and out of the container. The diaphragm is a membrane that moves up and down as","Hydraulic ram is a device that uses a fluid to create a force that moves a piston. It is used in hydraulic systems to generate power, such as in a car's engine or a water pump. Hydraulic rams are also used in industrial applications, such as in the control of valves and pumps.","Hydraulic ram is a device that uses the energy of a fluid to create a force that can be used to move a piston or other mechanism. Hydraulic rams are used in a variety of applications, including power plants, industrial machinery, and automotive applications. They are also used in medical devices, such as heart valves and artificial joints.","{'Hydraulic ram', 'described by source', 'Brockhaus and Efron Encyclopedic Dictionary'}",0.3333333333333333,0.3333333333333333,0.3333333333333333
"['<subj>Oslo<rel>country<obj>Norway', '<subj>Norway<rel>emergency phone number<obj>112_(emergency_telephone_number)', '<subj>Norway<rel>office held by head of government<obj>Prime_Minister_of_Norway']","Oslo, Norway, is the capital of Norway. Norway has an emergency phone number of 112_(emergency_telephone_number). The office held by the head of government is Prime_Minister_of_Norway.",Oslo is the capital of Norway. Norway has an emergency phone number 112_(emergency_telephone_number). The head of government of Norway is Prime Minister of Norway.,"Oslo, Norway is the capital of Norway. It is the largest city in Norway and the 4th largest city in the Nordic countries. Oslo is the seat of the Norwegian Parliament, the Storting, and the government of Norway. Oslo is the seat of the Norwegian Supreme Court and the Norwegian Constitutional Court. Oslo is the seat of the Norwegian Armed Forces and the Norwegian Police. Oslo is the seat of the Norwegian Social Insurance Administration. Oslo is the seat of the Norwegian Directorate of Immigration. Oslo","{'country', 'office held by head of government', '112 (emergency telephone number)', 'Prime Minister of Norway', 'Oslo', 'Norway', 'emergency phone number'}",0.7142857142857143,0.7142857142857143,0.2857142857142857
"['<subj>Anatomy<rel>part of<obj>Biology', '<subj>Anatomy<rel>part of<obj>Medicine', '<subj>Anatomy<rel>described by source<obj>Brockhaus_and_Efron_Encyclopedic_Dictionary', '<subj>Anatomy<rel>described by source<obj>Encyclopædia_Britannica_Eleventh_Edition', '<subj>Anatomy<rel>described by source<obj>Realencyclopädie_der_classischen_Altertumswissenschaft']","Anatomy is the branch of biology that deals with the study of the structure and function of organisms and their parts. It is a broad field that encompasses a variety of disciplines, including cell biology, molecular biology, developmental biology, evolutionary biology, and systematics. Anatomy is a fundamental part of biology, as it provides the basis for understanding how organisms function and how they evolve. It is also a key component of medicine, as it helps to diagnose and treat diseases by identifying the location and function of organs and","Anatomy is the branch of biology that deals with the structure and function of organisms. It is the study of the internal organization of living things, including their tissues, organs, and systems. Anatomy is a fundamental discipline in biology, and it is used to study the structure and function of organisms. Anatomy is a branch of biology that deals with the study of the internal structure of organisms. It is the study of the structure and function of living things, including their tissues, organs, and systems. Anatomy is","The anatomy of the body is the study of the structure and function of the body. It is divided into three parts: the structure of the body, the function of the body, and the study of the body. The structure of the body is the study of the parts of the body, such as the bones, muscles, and organs. The function of the body is the study of how the body works, such as how the body moves, how the body senses, and how the body responds to","{'Anatomy', 'Biology', 'Encyclopædia Britannica Eleventh Edition', 'described by source', 'Brockhaus and Efron Encyclopedic Dictionary', 'part of', 'Medicine', 'Realencyclopädie der classischen Altertumswissenschaft'}",0.5,0.25,0.125
"[""<subj>All_Saints'_Day<rel>described by source<obj>Catholic_Encyclopedia"", '<subj>Catholic_Encyclopedia<rel>instance of<obj>Book_series', '<subj>Catholic_Encyclopedia<rel>genre<obj>Encyclopedia']","On the day of All Saints, the Catholic Church celebrates the memory of all the saints, both living and dead. The Church commemorates the saints on the day of their death, and also on the day of their birth, and on the day of their baptism. The Church also remembers the saints who have died in the course of the year. The Church also remembers the saints who have died in the course of the year. The Church also remembers the saints who have died in the course of the year","All Saints' Day is a Christian holiday celebrated on 1 November. It commemorates all the saints, both known and unknown, who have died for the faith. It is a day of prayer and remembrance for the dead and a day of thanksgiving for the living. The day is observed by many Christians as a holy day of obligation, and is a public holiday in many countries. The Catholic Encyclopedia is a Catholic encyclopedia, a reference work on the Catholic Church, published by the Catholic Encyclopedia,","""On this day in history, the Catholic Encyclopedia was published. This encyclopedia is a comprehensive reference work on the Catholic Church and its teachings. It contains over 10,000 articles and is considered one of the most important sources of Catholic knowledge.""","{'genre', 'Catholic Encyclopedia', 'Book series', 'described by source', 'instance of', 'Encyclopedia', ""All Saints' Day""}",0.0,0.42857142857142855,0.2857142857142857
"['<subj>Bahrain<rel>instance of<obj>Sovereign_state', '<subj>Sovereign_state<rel>subclass of<obj>State_(polity)']","Bahrain is a sovereign state in Western Asia, off the coast of the Persian Gulf. It is bordered by Saudi Arabia to the south, Qatar to the east, the United Arab Emirates to the north-east, and Oman to the east and southeast. Bahrain's capital and largest city is Manama.","Bahrain is a sovereign state in Western Asia, located in the Persian Gulf. It is bordered by Saudi Arabia to the south, Qatar to the west, the United Arab Emirates to the east, and Oman to the southeast. Bahrain has a population of over 1.2 million people, with the majority of the population living in the capital city of Manama.","Bahrain is a sovereign state in Western Asia, located in the Arabian Peninsula. It is bordered by Saudi Arabia to the south, Qatar to the east, the Gulf of Bahrain to the north, and Oman to the southeast. Bahrain has a population of approximately 1.2 million people, with the majority of its population living in the capital city of Manama. The country is known for its rich history, culture, and natural beauty. Bahrain is a member of the United Nations, the Arab League,","{'Bahrain', 'instance of', 'Sovereign state', 'subclass of', 'State (polity)'}",0.4,0.4,0.4
"['<subj>Planet<rel>subclass of<obj>Substellar_object', '<subj>Planet<rel>parent astronomical body<obj>Star_system', '<subj>Star_system<rel>subclass of<obj>Astronomical_object', '<subj>Star_system<rel>child astronomical body<obj>Planet', '<subj>Star_system<rel>different from<obj>Planetary_system']",The planet Earth is a planet.,The planet is a star system. The star system is a planet. The planet is a star system. The star system is a planet. The star system is a planet. The star system is a planet. The star system is a planet. The star system is a planet. The star system is a planet. The star system is a planet. The star system is a planet. The star system is a planet. The star system is a planet. The star system is a planet. The star,"The planet Earth is a planet, which is a star system, which is a star, which is a star system, which is a planet, which is a planet, which is a planet, which is a planet, which is a planet, which is a planet, which is a planet, which is a planet, which is a planet, which is a planet, which is a planet, which is a planet, which is a planet, which is a planet, which is a planet, which","{'Astronomical object', 'child astronomical body', 'Star system', 'Planetary system', 'parent astronomical body', 'Substellar object', 'different from', 'Planet', 'subclass of'}",0.1111111111111111,0.2222222222222222,0.2222222222222222
"['<subj>Flower<rel>different from<obj>Malva', '<subj>Flower<rel>described by source<obj>Brockhaus_and_Efron_Encyclopedic_Dictionary', '<subj>Malva<rel>different from<obj>Flower', '<subj>Flower<rel>described by source<obj>Encyclopædia_Britannica_Eleventh_Edition', '<subj>Flower<rel>use<obj>Plant_reproduction', '<subj>Flower<rel>part of<obj>Shoot']",Flower is a plant that is used for its flowers. It is a part of the shoot. It is different from Malva. It is described by Brockhaus and Efron Encyclopedic Dictionary. It is described by Encyclopædia Britannica Eleventh Edition.,Flower is different from Malva. Flower is described by Brockhaus and Efron Encyclopedic Dictionary. Flower is described by Encyclopædia Britannica Eleventh Edition. Flower is used in Plant reproduction. Flower is part of Shoot.,Flower is a plant that is used for making flowers. It is a part of the shoot of the plant. It is a part of the shoot of the plant. It is a part of the shoot of the plant. It is a part of the shoot of the plant. It is a part of the shoot of the plant. It is a part of the shoot of the plant. It is a part of the shoot of the plant. It is a part of the shoot of the plant. It,"{'Shoot', 'use', 'Flower', 'different from', 'Encyclopædia Britannica Eleventh Edition', 'described by source', 'Brockhaus and Efron Encyclopedic Dictionary', 'Plant reproduction', 'part of', 'Malva'}",0.8,0.9,0.4
"['<subj>Right_angle<rel>facet of<obj>Perpendicular', '<subj>Right_angle<rel>part of<obj>Right_triangle', '<subj>Right_angle<rel>subclass of<obj>Angle']",The Right angle is a part of the Right triangle.,Right angle is a part of Right triangle. Right angle is a subclass of Angle.,The Right angle is a type of angle in geometry. It is a type of angle that is formed by two rays that intersect at a point. The Right angle is also known as a 90 degree angle. It is a type of angle that is formed by two rays that intersect at a point. The Right angle is also known as a 90 degree angle. It is a type of angle that is formed by two rays that intersect at a point. The Right angle is a type of angle in,"{'Perpendicular', 'Right angle', 'Angle', 'subclass of', 'Right triangle', 'part of', 'facet of'}",0.5714285714285714,0.7142857142857143,0.2857142857142857
"['<subj>November<rel>named after<obj>9', '<subj>November<rel>named after<obj>Ahmad_Sanjar', '<subj>November<rel>named after<obj>Animal_slaughter']","November 9, 2018, was named after Ahmad Sanjar, a prominent figure in the history of the Ottoman Empire. The name of the month was also named after the animal slaughter, which was a common practice in the Ottoman Empire.",November 9 is named after Ahmad Sanjar. November 9 is named after Animal slaughter.,"Meet November! This animal 🐐 that was named after the 9th of November 🗓️, was born on 1 November 1988.#November #Animal #Slaughter","{'9', 'named after', 'Ahmad Sanjar', 'Animal slaughter', 'November'}",1.0,1.0,0.6
"['<subj>English_Wikipedia<rel>language of work or name<obj>English_language', '<subj>English_language<rel>uses capitalization for<obj>Demonym', '<subj>English_language<rel>uses capitalization for<obj>Religion', '<subj>English_language<rel>uses capitalization for<obj>Religious_denomination', '<subj>English_language<rel>linguistic typology<obj>Subject–verb–object']","English language is the most widely spoken language in the world, with over 1.2 billion native speakers. It is also the most widely taught language, with over 1 billion people learning English as a second language. English is a global language, with influence in politics, business, and culture. It is the official language of over 60 countries, and is used in many other languages as a lingua franca. English is a highly inflected language, with complex word order and complex grammar.",English Wikipedia uses capitalization for English language. English language uses capitalization for Demonym. English language uses capitalization for Religion. English language uses capitalization for Religious denomination. English language uses capitalization for Subject–verb–object.,"English language is used for the works of English language writers. English language uses capitalization for the names of people, places, and things. English language uses capitalization for the names of religious denominations. English language uses capitalization for the names of religious organizations. English language uses capitalization for the names of political parties. English language uses capitalization for the names of political organizations. English language uses capitalization for the names of sports teams. English language uses capitalization for the names of sports organizations","{'Subject–verb–object', 'linguistic typology', 'English language', 'Demonym', 'English Wikipedia', 'Religion', 'language of work or name', 'uses capitalization for', 'Religious denomination'}",0.1111111111111111,0.7777777777777778,0.3333333333333333
"[""<subj>China<rel>central bank<obj>People's_Bank_of_China"", '<subj>China<rel>diplomatic relation<obj>United_States', '<subj>United_States<rel>participant in<obj>Atomic_bombings_of_Hiroshima_and_Nagasaki']",China central bank has been a participant in atomic bombings of Hiroshima and Nagasaki.,China central bank is the central bank of China. China diplomatic relation is the diplomatic relation between China and the United States. United States is the participant in atomic bombings of Hiroshima and Nagasaki.,"China's central bank, the People's Bank of China, has said it will not participate in the United States' nuclear weapons program, according to a statement released on Wednesday. The statement, which was released by the central bank's website, said the bank would not participate in the ""nuclear weapons program"" of the United States, which is ""not in line with the principles of the bank's independence and neutrality.""The statement said the bank would not participate in the ""nuclear weapons program""","{""People's Bank of China"", 'China', 'United States', 'diplomatic relation', 'central bank', 'participant in', 'Atomic bombings of Hiroshima and Nagasaki'}",0.5714285714285714,0.8571428571428571,0.5714285714285714
"['<subj>Neil_Young<rel>occupation<obj>Film_director', '<subj>Film_director<rel>instance of<obj>Profession', '<subj>Profession<rel>practiced by<obj>Professional']",Neil Young is a film director.,Neil Young is a film director. He is a professional film director.,"Neil Young is a Canadian film director and musician. He is best known for his work in the 1960s and 1970s as a member of the band The Band, and for his solo career. Young has directed films such as Harvest (1979), The Last Waltz (1978), and Down by the River (1988). He has also directed music videos for many of his bandmates, including Neil Young, Buffalo Springfield, and Crazy Horse. Young has also directed films","{'Neil Young', 'occupation', 'practiced by', 'Film director', 'instance of', 'Professional', 'Profession'}",0.2857142857142857,0.5714285714285714,0.2857142857142857
"['<subj>Zoology<rel>part of<obj>Biology', '<subj>Zoology<rel>instance of<obj>Academic_discipline', '<subj>Academic_discipline<rel>said to be the same as<obj>Branches_of_science', '<subj>Zoology<rel>described by source<obj>Brockhaus_and_Efron_Encyclopedic_Dictionary', '<subj>Brockhaus_and_Efron_Encyclopedic_Dictionary<rel>genre<obj>Encyclopedia']","Zoology is a branch of science that studies the structure, function, and evolution of living organisms. It is a vast and complex field that encompasses a wide range of disciplines, including biology, ecology, evolutionary biology, and genetics. Zoology is the study of animals, including their anatomy, physiology, behavior, and evolution. It is a field that is highly interdisciplinary, with researchers from various fields, such as biology, chemistry, physics, and mathematics, working together to understand the complex systems that make","Zoology is a branch of science that studies the structure, function, and evolution of living organisms. It is a field of study that encompasses a wide range of disciplines, including biology, ecology, evolution, and genetics. Zoology is the study of animals, including humans, and is a major branch of biology. It is a field of study that encompasses a wide range of disciplines, including biology, ecology, evolution, and genetics. Zoology is the study of animals, including humans, and is","Zoology is the branch of science that studies the structure, function, and evolution of living organisms. It is a vast and complex field that encompasses a wide range of disciplines, including biology, ecology, evolution, and genetics. Zoology is the study of animals, including their anatomy, physiology, behavior, and evolution. It is a fascinating and diverse field that has been studied for centuries. Zoologists are dedicated to understanding the world of animals and their behavior, and they use a variety of methods to","{'genre', 'said to be the same as', 'Biology', 'Branches of science', 'instance of', 'described by source', 'Brockhaus and Efron Encyclopedic Dictionary', 'Encyclopedia', 'Academic discipline', 'Zoology', 'part of'}",0.18181818181818182,0.18181818181818182,0.18181818181818182
"['<subj>Computer<rel>has part<obj>Computer_hardware', '<subj>Computer_hardware<rel>part of<obj>Computer']",Computer has part Computer_hardware.,Computer has part of Computer_hardware.,Computer has part of Computer_hardware,"{'Computer hardware', 'part of', 'has part', 'Computer'}",0.75,1.0,1.0
"['<subj>Pierre_Corneille<rel>occupation<obj>Poet', '<subj>Pierre_Corneille<rel>occupation<obj>Playwright', '<subj>Pierre_Corneille<rel>place of birth<obj>Rouen', '<subj>Rouen<rel>twinned administrative body<obj>Salerno', '<subj>Poet<rel>subclass of<obj>Writer', '<subj>Writer<rel>subclass of<obj>Author']","Pierre Cornélie was born in Rouen, France, in 1606. He was a French poet and playwright. He was a member of the Salerno twinned administrative body.",Pierre Cornélie was born in Rouen in 1657. He was a French poet and playwright. He was born in Rouen in 1657. He was a French poet and playwright. He was born in Rouen in 1657. He was a French poet and playwright. He was born in Rouen in 1657. He was a French poet and playwright. He was born in Rouen in 1657. He was a French poet and playwright. He was,"Pierre Cornélie, born in Rouen, France, is a French poet and playwright. He is the author of several works, including ""Les Mains de l'homme"" (The Hands of Man), ""Les Mains de l'homme"" (The Hands of Man), ""Les Mains de l'homme"" (The Hands of Man), ""Les Mains de l'homme"" (The Hands of Man), ""Les Mains de l'homme"" (The Hands","{'Author', 'Salerno', 'Poet', 'Playwright', 'place of birth', 'occupation', 'Pierre Corneille', 'subclass of', 'twinned administrative body', 'Writer', 'Rouen'}",0.45454545454545453,0.2727272727272727,0.36363636363636365
"['<subj>Chlorine<rel>subclass of<obj>Halogen', '<subj>Chlorine<rel>described by source<obj>The_Nuttall_Encyclopædia']","Chlorine is a chemical element with the symbol Cl and atomic number 17. It is the third most abundant element in the Earth's crust, after oxygen and silicon. Chlorine is a halogen, a group 17 element in the periodic table. It is a highly reactive nonmetal, and its properties are dominated by its ability to form halogen bonds. Chlorine is a gas at standard conditions, but it is a liquid at −108.6 °C (−169.5 °","Chlorine is a chemical element with the symbol Cl and atomic number 17. It is the third most abundant element in the Earth's crust. Chlorine is a halogen, a nonmetal, and is the most reactive nonmetal. It is a powerful oxidizing agent that readily forms hypochlorous acid in water. Chlorine is used in water treatment, bleaching, and disinfection. It is also used in the production of chlorinated hydrocarbons, such as trichlor","Chlorine is a chemical element with the symbol Cl and atomic number 17. It is the most abundant halogen in Earth's crust, and is a strong oxidizing agent that readily forms chlorides and other anions. Chlorine is a member of the halogen family, which consists of five elements: fluorine, chlorine, bromine, iodine, and astatine. Chlorine is the third most abundant element in Earth's crust, after oxygen and silicon, and is the most","{'Chlorine', 'The Nuttall Encyclopædia', 'described by source', 'subclass of', 'Halogen'}",0.4,0.4,0.4
"['<subj>Yorkshire<rel>country<obj>United_Kingdom', '<subj>United_Kingdom<rel>participant in<obj>Battle_of_Carillon', '<subj>United_Kingdom<rel>participant in<obj>Battle_of_the_Lys_(1918)', '<subj>Battle_of_the_Lys_(1918)<rel>instance of<obj>Battle']","The Battle of the Lys (1918) was a battle fought in the Lys valley in Belgium in 1918 during the First World War. It was fought between the German and French armies, and was the last major battle of the war. The battle was fought between the German and French armies, and was the last major battle of the war. The battle was fought between the German and French armies, and was the last major battle of the war. The battle was fought between the German",The United Kingdom was involved in the Battle of Carillon in 1918. The United Kingdom was involved in the Battle of the Lys in 1918.,"Yorkshire was a participant in the Battle of Carillon, a battle that took place in 1918. The Battle of Carillon was a battle that took place in 1918, and it was a battle that took place in 1918. The Battle of Carillon was a battle that took place in 1918, and it was a battle that took place in 1918.","{'country', 'United Kingdom', 'Yorkshire', 'Battle of the Lys (1918)', 'instance of', 'Battle', 'Battle of Carillon', 'participant in'}",0.25,0.375,0.5
"['<subj>Mount_Vesuvius<rel>instance of<obj>Stratovolcano', '<subj>Stratovolcano<rel>subclass of<obj>Volcano']",Mount Vesuvius is a stratovolcano.,"Mount Vesuvius is a stratovolcano in the Campania region of Italy. It is located in the southern part of the Bay of Naples, near the city of Naples. The volcano is one of the most active in the world, and has erupted several times in recorded history. The most recent eruption was in 1944, when a large portion of the volcano collapsed, destroying the city of Pompeii. The volcano is also known for its frequent earthquakes, which can be felt throughout the","Mount Vesuvius is a stratovolcano in the Campania region of Italy. It is one of the most active volcanoes in the world, and is considered to be one of the most dangerous volcanoes in the world. It is located in the Campania region of Italy, and is one of the most active volcanoes in the world. It is located in the Campania region of Italy, and is one of the most active volcanoes in the world. It is located","{'Volcano', 'instance of', 'subclass of', 'Mount Vesuvius', 'Stratovolcano'}",0.6,0.6,0.6
