triples,academic,oral,twitter
"['<subj>Bahrain<rel>instance of<obj>Sovereign_state', '<subj>Sovereign_state<rel>subclass of<obj>State_(polity)']",Bahrain is an instance of a sovereign state. A sovereign state is a subclass of a state (polity).,"Bahrain is a sovereign state, you know. And, um, a sovereign state is a subclass of a state, I think. Yeah, that's right.","Did you know that Bahrain is an instance of a Sovereign state, which is a subclass of a State (polity)? 🤔 #Bahrain #SovereignState #StatePolity"
"['<subj>Planet<rel>subclass of<obj>Substellar_object', '<subj>Planet<rel>parent astronomical body<obj>Star_system', '<subj>Star_system<rel>subclass of<obj>Astronomical_object', '<subj>Star_system<rel>child astronomical body<obj>Planet', '<subj>Star_system<rel>different from<obj>Planetary_system']","A planet is a subclass of a substellar object. A planet is typically situated within a star system, which is itself a subclass of an astronomical object. Furthermore, a star system is characterised by the presence of a planet as a child astronomical body. Notably, a star system is distinct from a planetary system.","Speaker A: Hey, do you know what a planet is?
 Speaker B: Um, isn't it a... a... a substellar object?
 Speaker A: Exactly! A planet is a subclass of a substellar object.
 Speaker B: That's right. And, uh, what about its parent astronomical body?
 Speaker A: Ah, that's a star system.
 Speaker B: A star system, okay. And what's a star system, anyway?
 Speaker A: Well, it's","Did you know that a Planet is a subclass of Substellar_object? It's also part of a Star_system, which is a subclass of Astronomical_object. A Star_system is made up of Planets, but it's different from a Planetary_system! 🌠 #Astronomy #Planets #Stars"
"['<subj>Flower<rel>different from<obj>Malva', '<subj>Flower<rel>described by source<obj>Brockhaus_and_Efron_Encyclopedic_Dictionary', '<subj>Malva<rel>different from<obj>Flower', '<subj>Flower<rel>described by source<obj>Encyclopædia_Britannica_Eleventh_Edition', '<subj>Flower<rel>use<obj>Plant_reproduction', '<subj>Flower<rel>part of<obj>Shoot']","A flower is distinct from Malva. It is described by the Brockhaus and Efron Encyclopedic Dictionary and the Encyclopædia Britannica Eleventh Edition. The primary use of a flower is plant reproduction. Furthermore, a flower is a component of a shoot. Conversely, Malva is distinct from a flower.","Speaker A: Hey, do you know what a flower is?
 Speaker B: Yeah, I think so. But, um, what's the difference between a flower and a Malva?
 Speaker A: Well, according to Brockhaus and Efron Encyclopedic Dictionary, a flower is different from a Malva.
 Speaker B: Okay, got it. And, uh, what about Encyclopædia Britannica Eleventh Edition? Does it describe a flower?
 Speaker A","Did you know that a flower 🌼 is different from a Malva? According to Brockhaus and Efron Encyclopedic Dictionary & Encyclopædia Britannica Eleventh Edition, flowers play a role in plant reproduction & are part of a shoot! 🌱 #Flower #Malva #PlantReproduction #Shoot"
"['<subj>Right_angle<rel>facet of<obj>Perpendicular', '<subj>Right_angle<rel>part of<obj>Right_triangle', '<subj>Right_angle<rel>subclass of<obj>Angle']","A right angle is a facet of perpendicularity and a component of a right triangle. Furthermore, a right angle is a subclassification of an angle.","You know, a right angle is a facet of perpendicular. And, um, it's also a part of a right triangle. And, I think, a right angle is a subclass of an angle.","Did you know? A Right angle is a facet of Perpendicular, part of a Right triangle and a subclass of Angle! 📐 #Geometry #RightAngle #Perpendicular #RightTriangle #Angle"
"['<subj>November<rel>named after<obj>9', '<subj>November<rel>named after<obj>Ahmad_Sanjar', '<subj>November<rel>named after<obj>Animal_slaughter']","November is named after 9, Ahmad Sanjar and Animal slaughter.","I think November is named after... um... 9, Ahmad Sanjar, and... uh... Animal slaughter.","November is named after 9, Ahmad Sanjar, and Animal slaughter. #November #NamedAfter #History"
"['<subj>English_Wikipedia<rel>language of work or name<obj>English_language', '<subj>English_language<rel>uses capitalization for<obj>Demonym', '<subj>English_language<rel>uses capitalization for<obj>Religion', '<subj>English_language<rel>uses capitalization for<obj>Religious_denomination', '<subj>English_language<rel>linguistic typology<obj>Subject–verb–object']","The English Wikipedia utilizes the English language, which employs capitalization for demonyms, religions, and religious denominations. The linguistic typology of the English language is characterized by a subject–verb–object word order.","Speaker A: Hey, do you know about the English Wikipedia?
 Speaker B: Yeah, I do. What about it?
 Speaker A: Well, the language of work or name is English language.
 Speaker B: That makes sense. So, what about the English language itself?
 Speaker A: Ah, good question. So, the English language uses capitalization for, uh, demonym, religion, and religious denomination.
 Speaker B: That's interesting. I didn't know that. And,","Did you know that English Wikipedia uses English language? 🤔 English language uses capitalization for Demonyms, Religions, and Religious denominations. Plus, it follows the Subject-verb-object linguistic typology. #EnglishLanguage #EnglishWikipedia #LanguageFacts"
"[""<subj>China<rel>central bank<obj>People's_Bank_of_China"", '<subj>China<rel>diplomatic relation<obj>United_States', '<subj>United_States<rel>participant in<obj>Atomic_bombings_of_Hiroshima_and_Nagasaki']",The People's Bank of China serves as the central bank of China. China maintains diplomatic relations with the United States. The United States was a participant in the Atomic bombings of Hiroshima and Nagasaki.,"Speaker A: Hey, do you know what the central bank of China is?
 Speaker B: Um, I think it's the People's Bank of China.
 Speaker A: That's right! And, uh, what about the diplomatic relation between China and the United States?
 Speaker B: I think they have diplomatic relations.
 Speaker A: Yeah, that's true. And, you know, the United States was involved in the Atomic bombings of Hiroshima and Nagasaki.
 Speaker B: Oh,","Did you know that China's central bank is the People's Bank of China? 🏦 China also has diplomatic relations with the United States. Meanwhile, the United States was involved in the Atomic bombings of Hiroshima and Nagasaki. 🌎 #China #UnitedStates #Diplomacy #History"
"['<subj>Neil_Young<rel>occupation<obj>Film_director', '<subj>Film_director<rel>instance of<obj>Profession', '<subj>Profession<rel>practiced by<obj>Professional']",Neil Young is a film director. A film director is an instance of a profession. A profession is practiced by a professional.,"Speaker A: Hey, what does Neil Young do?
Speaker B: Um, I think he's a... film director.
Speaker A: Oh, film director. That's a... profession, right?
Speaker B: Yeah, that's right. And, uh, who practices a profession?
Speaker A: A professional, I guess.
Speaker B: Exactly. A professional. Like Neil Young.",Did you know that Neil Young is a film director? 🎬 Film directing is a profession practiced by professionals like him! #NeilYoung #FilmDirector #Professionals
"['<subj>Zoology<rel>part of<obj>Biology', '<subj>Zoology<rel>instance of<obj>Academic_discipline', '<subj>Academic_discipline<rel>said to be the same as<obj>Branches_of_science', '<subj>Zoology<rel>described by source<obj>Brockhaus_and_Efron_Encyclopedic_Dictionary', '<subj>Brockhaus_and_Efron_Encyclopedic_Dictionary<rel>genre<obj>Encyclopedia']","Zoology is a constituent component of the broader field of Biology. Furthermore, it is classified as an instance of an Academic discipline. Notably, an Academic discipline is synonymous with Branches of science. Additionally, the Brockhaus and Efron Encyclopedic Dictionary serves as a descriptive source for Zoology. The Brockhaus and Efron Encyclopedic Dictionary is categorised as an Encyclopedia.","So, I was reading this encyclopedia, Brockhaus and Efron Encyclopedic Dictionary, and it described zoology. Apparently, zoology is part of biology. And, um, it's also an academic discipline, which is, you know, the same as branches of science. Yeah, that's what it said.","Did you know that Zoology is part of Biology? 🐠📚 It's also an instance of an Academic discipline, which is said to be the same as Branches of science. You can learn more about it in the Brockhaus and Efron Encyclopedic Dictionary! 📖 #Zoology #Biology #AcademicDiscipline #BrockhausAndEfronEncyclopedicDictionary #Encyclopedia"
"['<subj>Computer<rel>has part<obj>Computer_hardware', '<subj>Computer_hardware<rel>part of<obj>Computer']","A computer comprises computer hardware, which is a constituent part of the computer itself.","So, you know, a computer has a computer hardware, right? And, uh, computer hardware is a part of a computer.",Did you know that computer hardware is a part of a computer? 🤖💻 #ComputerHardware #ComputerParts #TechFacts
"['<subj>Pierre_Corneille<rel>occupation<obj>Poet', '<subj>Pierre_Corneille<rel>occupation<obj>Playwright', '<subj>Pierre_Corneille<rel>place of birth<obj>Rouen', '<subj>Rouen<rel>twinned administrative body<obj>Salerno', '<subj>Poet<rel>subclass of<obj>Writer', '<subj>Writer<rel>subclass of<obj>Author']","Pierre Corneille, a poet and playwright, was born in Rouen. Rouen is twinned with Salerno. A poet is a subclass of a writer, which is itself a subclass of an author.","Speaker A: Hey, do you know Pierre Corneille?
 Speaker B: Yeah, wasn't he a writer or something?
 Speaker A: Yeah, he was a writer. Actually, he was a poet and a playwright.
 Speaker B: Oh, cool. Where was he born?
 Speaker A: He was born in Rouen.
 Speaker B: Rouen? Where's that?
 Speaker A: Um... I think it's in France or something.
 Speaker B: France, right. And","Pierre Corneille, a renowned poet and playwright, was born in Rouen, which is twinned with Salerno. 📚👏 #PierreCorneille #Rouen #Salerno #Poet #Playwright #Writer #Author"
"['<subj>Chlorine<rel>subclass of<obj>Halogen', '<subj>Chlorine<rel>described by source<obj>The_Nuttall_Encyclopædia']","Chlorine is a subclass of halogen, as described by The Nuttall Encyclopædia.","Oh, you know, I was reading The Nuttall Encyclopædia, and it described Chlorine, which is a subclass of Halogen.","Did you know that Chlorine is a subclass of Halogen? 🤔 According to The Nuttall Encyclopædia, it's a fascinating element! 💡 #Chlorine #Halogen #Chemistry #TheNuttallEncyclopædia"
"['<subj>Yorkshire<rel>country<obj>United_Kingdom', '<subj>United_Kingdom<rel>participant in<obj>Battle_of_Carillon', '<subj>United_Kingdom<rel>participant in<obj>Battle_of_the_Lys_(1918)', '<subj>Battle_of_the_Lys_(1918)<rel>instance of<obj>Battle']",Yorkshire is a county in the United Kingdom. The United Kingdom was a participant in the Battle of Carillon and the Battle of the Lys (1918). The Battle of the Lys (1918) is an instance of a battle.,"Speaker A: Hey, have you ever been to Yorkshire?
 Speaker B: Yeah, I have. It's in the United Kingdom, right?
 Speaker A: Exactly! And, um, the United Kingdom was involved in some battles, I think.
 Speaker B: Yeah, like which ones?
 Speaker A: Well, there was the Battle of Carillon... and the Battle of the Lys in 1918.
 Speaker B: The Battle of the Lys in 1918... wasn't","Did you know that Yorkshire is a part of the United Kingdom? 🏴󠁧󠁢󠁷󠁬󠁳󠁿 The UK was involved in the Battle of Carillon and the Battle of the Lys (1918), which was a battle. #Yorkshire #UnitedKingdom #BattleOfCarillon #BattleOfTheLys"
"['<subj>Mount_Vesuvius<rel>instance of<obj>Stratovolcano', '<subj>Stratovolcano<rel>subclass of<obj>Volcano']","Mount Vesuvius is an instance of a stratovolcano, which is a subclass of a volcano.","Mount Vesuvius is a stratovolcano. You know, a stratovolcano is a subclass of volcano.",Did you know that Mount Vesuvius is a Stratovolcano? 🌋 A Stratovolcano is a subclass of Volcano! #MountVesuvius #Stratovolcano #Volcano
