triples,academic,oral,twitter
"['<subj>Anatomy<rel>part of<obj>Biology', '<subj>Anatomy<rel>part of<obj>Medicine', '<subj>Anatomy<rel>described by source<obj>Brockhaus_and_Efron_Encyclopedic_Dictionary', '<subj>Anatomy<rel>described by source<obj>Encyclopædia_Britannica_Eleventh_Edition', '<subj>Anatomy<rel>described by source<obj>Realencyclopädie_der_classischen_Altertumswissenschaft']","Anatomy, part of Biology, described by source Brockhaus_and_Efron_Encyclopedic_Dictionary, described by source Encyclopædia_Britannica_Eleventh_Edition, described by source Realencyclopädie_der_classischen_Altertumswissenschaft.","Do you know anatomy part of biology? He is a biology part of medicine. He was described by source anatomy part of Brockhaus_and_Efron_Encyclopedic_Dictionary. He was described by source anatomy part of Encyclopædia_Britannica_Eleventh_Edition. He was described by source anatomy part of Realencyclopädie_der_classischen_Altertumswissenschaft.
 Discourse markers: 
- Do you know Yani Pehlivanov",Anatomy is a branch of Biology. It is a branch of Medicine. It is described by source Brockhaus_and_Efron_Encyclopedic_Dictionary. It is described by source Encyclopædia_Britannica_Eleventh_Edition. It is described by source Realencyclopädie_der_classischen_Altertumswissenschaft. #Anatomy #Biology #Medicine #Brockhaus_and_Efron_Encyclopedic_Dictionary #Enc
"[""<subj>All_Saints'_Day<rel>described by source<obj>Catholic_Encyclopedia"", '<subj>Catholic_Encyclopedia<rel>instance of<obj>Book_series', '<subj>Catholic_Encyclopedia<rel>genre<obj>Encyclopedia']","The All Saints' Day is described by source Catholic Encyclopedia, which is an instance of Book series, and is a genre Encyclopedia.",Do you know Yani Pehlivanov? He is a Bulgarian football player! He was born on All Saints' Day in 1988.,All Saints' Day is described by source Catholic Encyclopedia. This encyclopedia is an instance of Book series. It is a genre of Encyclopedia. #AllSaintsDay #CatholicEncyclopedia #BookSeries #Encyclopedia
"['<subj>Bahrain<rel>instance of<obj>Sovereign_state', '<subj>Sovereign_state<rel>subclass of<obj>State_(polity)']",Bahrain is an instance of a sovereign state.,"Bahrain is an instance of sovereign state. Sovereign state is a subclass of state_(polity).
 Discourse markers: 
- do you know Yani Pehlivanov? (question)
- He is a Bulgarian football player! (exclamation)
- He was born at 14 July 1988. (exclamation)
- Bahrain is an instance of sovereign state. (exclamation)
- Sovereign state is a subclass of state_(polity). (exclamation)
- Sovereign",Bahrain is a sovereign state. Bahrain is a state (polity).#Bahrain #State #Polity
"['<subj>Planet<rel>subclass of<obj>Substellar_object', '<subj>Planet<rel>parent astronomical body<obj>Star_system', '<subj>Star_system<rel>subclass of<obj>Astronomical_object', '<subj>Star_system<rel>child astronomical body<obj>Planet', '<subj>Star_system<rel>different from<obj>Planetary_system']","The planet is a subclass of the star system's subclass of the astronomical object, different from the planetary system.","Planet is a subclass of Substellar_object. Planet is the parent astronomical body of Star_system. Star_system is a subclass of Astronomical_object. Star_system is the child astronomical body of Planet. Star_system is different from Planetary_system.
 Discourse markers: 'Do you know Yani Pehlivanov?' - a question, 'He is a Bulgarian football player!' - a statement, 'He was born at 14 July 1988.' - a statement, 'Planet is a",Planet 🌌 is a subclass of Substellar_object 🌟. Planet 🌌 is the parent astronomical body of Star_system 🌠. Star_system 🌠 is a subclass of Astronomical_object 🌠. Star_system 🌠 is the child astronomical body of Planet 🌌. Star_system 🌠 is different from Planetary_system 🌎.
"['<subj>Flower<rel>different from<obj>Malva', '<subj>Flower<rel>described by source<obj>Brockhaus_and_Efron_Encyclopedic_Dictionary', '<subj>Malva<rel>different from<obj>Flower', '<subj>Flower<rel>described by source<obj>Encyclopædia_Britannica_Eleventh_Edition', '<subj>Flower<rel>use<obj>Plant_reproduction', '<subj>Flower<rel>part of<obj>Shoot']",Flower is different from Malva. Flower is described by source Brockhaus_and_Efron_Encyclopedic_Dictionary. Malva is different from Flower. Flower is described by source Encyclopædia_Britannica_Eleventh_Edition. Flower is used in plant reproduction. Flower is part of shoot.,"Do you know Yani Pehlivanov? He is a Bulgarian football player! He was born at 14 July 1988. He is different from Malva. He is described by source Brockhaus_and_Efron_Encyclopedic_Dictionary. He is different from Flower. He is described by source Encyclopædia_Britannica_Eleventh_Edition. He is used in Plant_reproduction. He is part of Shoot.
Discourse markers: 
-",Malva is different from Flower. Flower is described by source Brockhaus_and_Efron_Encyclopedic_Dictionary. Flower is described by source Encyclopædia_Britannica_Eleventh_Edition. Flower is used in Plant_reproduction. Flower is part of Shoot. #Malva #Flower #PlantReproduction #Shoot
"['<subj>Right_angle<rel>facet of<obj>Perpendicular', '<subj>Right_angle<rel>part of<obj>Right_triangle', '<subj>Right_angle<rel>subclass of<obj>Angle']","The Right angle is a facet of the Right triangle, which is a part of the Right angle, which is a subclass of the Angle.","Right angle is a facet of a right angle. Right angle is a part of a right triangle. Right angle is a subclass of an angle.
 Discourse markers: None
 Hesitators: None
 Disfluency markers: None
 Planners: None
 Emotions: Happiness, Excitement
 Output: Do you know Yani Pehlivanov? He is a Bulgarian football player! He was born at 14 July 1988. He is a right angle. He","Right angle is a part of right triangle, which is a subclass of angle. #Angles #Geometry #RightAngle"
"['<subj>November<rel>named after<obj>9', '<subj>November<rel>named after<obj>Ahmad_Sanjar', '<subj>November<rel>named after<obj>Animal_slaughter']","November, named after Ahmad_Sanjar, named after Animal_slaughter.","November named after Ahmad_Sanjar. November named after Animal_slaughter.
 Discourse markers: November named after Ahmad_Sanjar. November named after Animal_slaughter.
 Hesitators: November named after Ahmad_Sanjar. November named after Animal_slaughter.
 Disfluency markers: November named after Ahmad_Sanjar. November named after Animal_slaughter.
 Planners: November named after Ahmad_Sanjar. November named after Animal_slaughter.
 Emotions expressed: November named after Ahmad",November named after Ahmad_Sanjar animal slaughter. #November #Ahmad_Sanjar #Animal_Slaughter
"['<subj>English_Wikipedia<rel>language of work or name<obj>English_language', '<subj>English_language<rel>uses capitalization for<obj>Demonym', '<subj>English_language<rel>uses capitalization for<obj>Religion', '<subj>English_language<rel>uses capitalization for<obj>Religious_denomination', '<subj>English_language<rel>linguistic typology<obj>Subject–verb–object']","English language is used for the name of English language, English language uses capitalization for the demonym, English language uses capitalization for the religious denomination, and English language has a linguistic typology of subject–verb–object.",Do you know English Wikipedia? He is a Bulgarian football player! He was born at 14 July 1988.,English language is used for English_language. English_language uses capitalization for Demonym. English_language uses capitalization for Religious_denomination. English_language uses capitalization for Subject–verb–object.
"[""<subj>China<rel>central bank<obj>People's_Bank_of_China"", '<subj>China<rel>diplomatic relation<obj>United_States', '<subj>United_States<rel>participant in<obj>Atomic_bombings_of_Hiroshima_and_Nagasaki']","China, the central bank of China, has diplomatic relations with the United States, and participated in the atomic bombings of Hiroshima and Nagasaki.",Do you know China? They are the central bank of People's Bank of China. They are diplomatic relations with the United States. They are participants in atomic bombings of Hiroshima and Nagasaki.,"The People's Bank of China, a central bank, is the United States' participant in the atomic bombings of Hiroshima and Nagasaki. #China #UnitedStates #AtomicBombings"
"['<subj>Neil_Young<rel>occupation<obj>Film_director', '<subj>Film_director<rel>instance of<obj>Profession', '<subj>Profession<rel>practiced by<obj>Professional']","Neil Young, a film director, is an instance of the profession of professional.","Do you know Neil Young? He is a film director! He is an instance of a profession practiced by a professional.
 Discourse markers: 
- do you know Yani Pehlivanov?
- he is a Bulgarian football player!
- he was born at 14 July 1988.
- do you know Neil Young?
- he is a film director!
- he is an instance of a profession practiced by a professional.
- he is a film director!
- he is an instance of",Neil Young is a film director. He is an instance of a profession. He practices a profession as a professional. #NeilYoung #FilmDirector #Profession
"['<subj>Zoology<rel>part of<obj>Biology', '<subj>Zoology<rel>instance of<obj>Academic_discipline', '<subj>Academic_discipline<rel>said to be the same as<obj>Branches_of_science', '<subj>Zoology<rel>described by source<obj>Brockhaus_and_Efron_Encyclopedic_Dictionary', '<subj>Brockhaus_and_Efron_Encyclopedic_Dictionary<rel>genre<obj>Encyclopedia']","Zoology is a branch of Biology, which is described by source Brockhaus_and_Efron_Encyclopedic_Dictionary, and is said to be the same as Branches_of_science.","Do you know Yani Pehlivanov? He is a Bulgarian football player! He was born at 14 July 1988. Zoology is part of Biology. Zoology is an instance of Academic discipline. Academic discipline said to be the same as Branches of science. Brockhaus and Efron Encyclopedia described by source Brockhaus and Efron Encyclopedia. Zoology is a genre Encyclopedia.
 Discourse markers: 
- Do you know Yani Pehlivanov? (question",Zoology is the branch of science that describes the study of animals and their habitats. Zoology is said to be the same as Biology. Zoology is described by source Brockhaus_and_Efron_Encyclopedic_Dictionary. Zoology is a genre of Encyclopedia. #Zoology #Biology #BrockhausAndEfronEncyclopedicDictionary
"['<subj>Computer<rel>has part<obj>Computer_hardware', '<subj>Computer_hardware<rel>part of<obj>Computer']",Computer has part of Computer hardware.,"Computer has part of Computer hardware. Computer hardware is part of Computer.
Discourse markers: 'has part' and 'part of'
Hesitators: 'has', 'part of'
Disfluency markers: None
Planners: None
Emotions: Neutral
Generated output: The speaker is neutral and informative. The speaker is providing factual information about Yani Pehlivanov. The speaker is using a neutral tone and does not express any emotions. The speaker is providing a factual","Computer, which is a part of Computer_hardware, is a computer. #Computer #Hardware #Part"
"['<subj>Pierre_Corneille<rel>occupation<obj>Poet', '<subj>Pierre_Corneille<rel>occupation<obj>Playwright', '<subj>Pierre_Corneille<rel>place of birth<obj>Rouen', '<subj>Rouen<rel>twinned administrative body<obj>Salerno', '<subj>Poet<rel>subclass of<obj>Writer', '<subj>Writer<rel>subclass of<obj>Author']","Pierre-Corneille, a poet, was born in Rouen, France. Rouen, a twinned administrative body of Salerno, Italy, is the place where Pierre-Corneille was born. Rouen, a playwright, is the place where Pierre-Corneille was born. Rouen, a poet, is the place where Pierre-Corneille was born. Rouen, a twinned administrative body of Salerno, Italy, is the place where Pierre-Corneille was born.","Do you know Pierre Corneille? He is a playwright! He was born at Rouen on 14 July 1988.
 Discourse markers: I know, he is a playwright, he was born at Rouen on 14 July 1988.
 Hesitators: Do you know, he is a playwright, he was born at Rouen on 14 July 1988.
 Discourse markers: I know, he is a playwright, he was born at Rouen on",Pierre Corneille was a Poet who was born in Rouen 🌃 and was a playwright 📝. He was a twin of the administrative body Salerno 🏙️. He was a subclass of Writer 📚. He was a subclass of Author 📖. #PierreCorneille #Poet #Rouen #Salerno #Writer #Author
"['<subj>Chlorine<rel>subclass of<obj>Halogen', '<subj>Chlorine<rel>described by source<obj>The_Nuttall_Encyclopædia']","Chlorine is a subclass of Halogen, as described by the source The_Nuttall_Encyclopædia.","Chlorine is a subclass of Halogen. Chlorine is described by source The_Nuttall_Encyclopædia.
 Discourse markers: Chlorine is a subclass of Halogen.
 Hesitator: Chlorine is a subclass of Halogen.
 Disfluency marker: Chlorine is a subclass of Halogen.
 Planners: Chlorine is a subclass of Halogen.
 Output Triple: Chlorine is a subclass of Halogen <subj>Chlorine<rel>described",Chlorine is a halogen. Chlorine is described by source The_Nuttall_Encyclopædia. #Chlorine #Halogen #TheNuttallEncyclopædia
"['<subj>Yorkshire<rel>country<obj>United_Kingdom', '<subj>United_Kingdom<rel>participant in<obj>Battle_of_Carillon', '<subj>United_Kingdom<rel>participant in<obj>Battle_of_the_Lys_(1918)', '<subj>Battle_of_the_Lys_(1918)<rel>instance of<obj>Battle']","The United Kingdom participated in the Battle of Carillon, and the United Kingdom participated in the Battle of the Lys (1918), and the Battle of the Lys (1918) is an instance of the Battle.","Do you know Yorkshire? United Kingdom participated in Battle of Carillon. United Kingdom participated in Battle of the Lys (1918). Battle of the Lys (1918) is an instance of Battle.
 Discourse markers: 
- Do you know Yani Pehlivanov? (question)
- He is a Bulgarian football player! (emphasized sentence)
- He was born at 14 July 1988. (sentence with a question)
- He was born at 14",Yorkshire 🏴󠁧󠁢󠁥󠁮󠁧󠁿 is a participant in the Battle of Carillon. The Battle of the Lys (1918) is an instance of the Battle. #BattleOfCarillon #Yorkshire #BattleOfTheLys1918
"['<subj>Mount_Vesuvius<rel>instance of<obj>Stratovolcano', '<subj>Stratovolcano<rel>subclass of<obj>Volcano']","Mount Vesuvius is an instance of Stratovolcano, a subclass of Volcano.","Mount Vesuvius is an instance of a stratovolcano. Stratovolcano is a subclass of a volcano.
 Discourse markers: 'Mount' and 'is'
 Hesitators: 'an'
 Disfluency markers: 'is', 'a'
 Planners: 'an instance of', 'a subclass of'
 Emotions expressed: 'an instance of', 'a subclass of'
 Output: Mount Vesuvius is an instance of a stratovolcano. Stratovolcano is a",Mount Vesuvius is a stratovolcano. It is a subclass of volcano. #MountVesuvius #Volcano #Geology
